Date,Dow_Jones,Dow_Jones_Prediction,SP500,Industrials
2020-02-16,0.011504630258597937,0.011505748120973302,0.016255407384277554,0.01183516369576143
2020-02-23,-0.0010416489143961205,0.0026374696127488954,0.0020257210541462234,-0.00028523292684279333
2020-03-01,0.0016322828647982734,-0.006252176913815259,-0.004076741262796779,-0.010513134310524697
2020-03-08,0.016852493816986724,0.003806670120637358,0.004050482750391549,-0.008620639071602376
2020-03-15,0.016852493816986724,0.003806670120637358,0.004050482750391549,-0.008620639071602376
2020-03-22,-0.00486227460962213,-0.019357539959836956,-0.008293631941657498,-0.025960901032010042
2020-03-29,-0.026577043036230985,-0.02642943532862067,-0.020637746633706544,-0.04330116299241771
2020-04-05,-0.026577043036230985,-0.02642943532862067,-0.020637746633706544,-0.04330116299241771
2020-04-12,-0.0018524244024824,0.012255482606371205,0.004850147714229147,-0.022599688713163646
2020-04-19,0.001948928487080559,0.0013816589903795618,0.008767245099280896,-0.013072657930620901
2020-04-26,-0.018974337257105067,-0.009449424305534053,-0.012803551863603047,-0.02424710142733222
2020-05-03,-0.002312546890257283,0.0024584468917576703,-0.0006361739812320577,0.011369103335884034
2020-05-10,0.026719430541208178,0.027641935177587406,0.034124328609903776,0.01348957269664841
2020-05-17,-0.025641471884298994,-0.019439153028566605,-0.021064239433532528,-0.022172963599247975
2020-05-24,0.03364131501844758,0.02611635634086349,0.03199682700904383,0.0010790520066186748
2020-05-31,0.03842729136347778,0.03501218225273427,0.030056817608303144,0.05999360390838171
2020-06-07,0.06783564702796485,0.04762496300379373,0.04935605766051454,0.05999360390838171
2020-06-14,-0.054504005815002476,-0.037205310161203875,-0.04737903154950418,0.005957518094322101
2020-06-21,0.010935460581184886,0.006099524247033661,0.01902684679777078,-0.01721738516743293
2020-06-28,-0.03253490161234662,-0.03560687882935218,-0.027831635070158622,-0.04039228842918796
2020-07-05,0.03211112125524784,0.03261084010054525,0.04059313540802045,0.042939169132742094
2020-07-12,0.009287399281097786,0.004551979991285317,0.017166814553903675,-0.014061830106256057
2020-07-19,0.02350513224890949,0.024980461151938867,0.01300409685897419,0.05866775887630893
2020-07-26,-0.007685449647463316,-0.0012998119233139864,-0.0026109362614401554,-0.0022225962135157262
2020-08-02,-0.001284573528484656,0.01293403658784994,0.017576605199306705,-0.0015310562084880353
2020-08-09,0.038850385831070255,0.02706000472812422,0.024654028549085716,0.0473999103202174
2020-08-16,0.01886214452824886,0.009750545355536603,0.006784717429238807,0.03194469593466742
2020-08-23,0.0003520503091323235,0.0003397713755252038,0.007837771261808735,-0.013929990862689756
2020-08-30,0.02653137333367339,0.030719501930394376,0.03269696241867459,0.03060826020920948
2020-09-06,-0.017195953406515474,-0.018479614382818046,-0.0228479375223678,-0.012057502608945447
2020-09-13,-0.016609024251001303,-0.014378348842332824,-0.02484149575520267,-0.0029547444056240435
2020-09-20,0.00032924219847241254,-0.0008052929650906617,-0.006245654643099008,0.01507549074131287
2020-09-27,-0.01743083479272589,-0.013743955589628709,-0.005806661446633776,-0.025294586746589465
2020-10-04,0.018770306979386753,0.01445165770420247,0.015544462954325322,0.014642331031370137
2020-10-11,0.0329846648611658,0.033992669749775294,0.03897093750753067,0.03994331287107444
2020-10-18,0.0005503361290664088,0.002557619460473164,0.0012684424249436166,0.011027052878556098
2020-10-25,-0.009196563375867495,-0.005423530101692188,-0.004347948698838366,-0.005269562834897212
2020-11-01,-0.06451619307983691,-0.03234928908933022,-0.029994971083436295,-0.03528225908762539
2020-11-08,0.06851248740883586,-0.013935851349926986,-0.01648327744174588,-0.005477533779150001
2020-11-15,0.04212274394127946,0.011522124944944803,0.007470083437521591,0.032417108771285674
2020-11-22,-0.00668362924171928,-0.0033750215755730373,-0.007735271709499281,0.010494329760517784
2020-11-29,0.022937878233653786,0.022331828821754957,0.02347119543448195,0.024925152877762313
2020-12-06,0.01119461459685045,0.013106271289623177,0.016993348155625032,0.004390937688360408
2020-12-13,-0.005485784672006777,-0.006735921199610531,-0.009598425886010897,-0.004932411283757654
2020-12-20,0.005171018590682586,0.010510066251571462,0.012158474772032912,0.0007885771832474298
2020-12-27,0.0003973312741809565,-0.0024555061171915252,-0.0004875811745466141,-0.00535750806641988
2021-01-03,0.012482503750994356,0.012136845321764844,0.013224915376055746,0.0062501086887278845
2021-01-10,0.01716878698926405,0.016247561276710645,0.019739103054750684,0.011970641425011586
2021-01-17,-0.008978767017684963,-0.01635524179406978,-0.014583285234239907,-0.008704343013231752
2021-01-24,0.006003935116789094,0.013100864301490964,0.019111012037825503,-0.003602375638061095
2021-01-31,-0.03277707777684291,-0.034556466808658204,-0.033456891534985544,-0.042255302741457834
2021-02-07,0.03912477318817387,0.04386989907474783,0.04766649266618339,0.04978190699861895
2021-02-14,0.011234484713770865,0.01322199560243892,0.012715826995891133,0.014720758495252229
2021-02-21,0.0015264703653676825,-0.0029081143468452164,-0.006647381457006385,0.00753037663737488
2021-02-28,-0.017369438137794013,-0.017772075224783693,-0.024793046260171314,-0.004066835087540688
2021-03-07,0.01871055972421476,0.010422311332185344,0.008597243181542646,0.031232820850291887
2021-03-14,0.0414605661348284,0.027102091293946095,0.02718768395152038,0.03563781882625139
2021-03-21,-0.004978696777452218,-0.003000343878303971,-0.008385448434674814,-0.0031000688694794443
2021-03-28,0.014110063737660328,0.016816164527205562,0.016688748869723602,0.022313564780936712
2021-04-04,0.0025411823777032883,0.010216576371374545,0.011692708156912923,0.004678768990263427
2021-04-11,0.019338580466106592,0.02029628245495039,0.02715849069059839,0.017513570854734484
2021-04-18,0.012172504155978148,0.01063924288210697,0.014022257615075029,0.006267984759965595
2021-04-25,-0.00418294020673482,0.0015152826200614707,-0.001246327689940152,0.004152680003460807
2021-05-02,-0.004376850148620326,0.0023091968260909807,0.00134368171971877,0.003643280724166642
2021-05-09,0.026376547085753987,0.01578696838725267,0.01155060836798949,0.03355234285069941
2021-05-16,-0.010405899604396529,-0.011804091534156643,-0.013124479682039225,-0.005885026815811156
2021-05-23,-0.004399239550764822,-0.00607159071362264,-0.003936607005678661,-0.016136805340808302
2021-05-30,0.01052515615979388,0.012892622093628934,0.012290942999285903,0.020186286324160863
2021-06-06,0.006538467730621278,0.005715314445155128,0.006094823119544346,0.0020929280508608095
2021-06-13,-0.007990843895157806,-0.0006305775508106466,0.004046093759685121,-0.017372272501738673
2021-06-20,-0.03382779885142728,-0.023811165152522244,-0.01893068791431518,-0.037677653563961355
2021-06-27,0.03450895695449341,0.025837088422862517,0.028173990070893273,0.030756654311639098
2021-07-04,0.010132286547630542,0.015517939955635633,0.0166663139583918,0.00918409888021432
2021-07-11,0.0022702820103102095,0.003534069654292392,0.004150132969474196,0.0019363081931904613
2021-07-18,-0.00511809718812406,-0.009000439148484982,-0.009597563649821783,-0.015267051768727113
2021-07-25,0.011045893134443263,0.017411442871692925,0.01993780089313857,0.016681296126873635
2021-08-01,-0.003109037072010712,-0.003044447300026777,-0.0032504419046521793,-0.002412966789326676
2021-08-08,0.007467907610237745,0.008864385289429644,0.009076096282187196,0.001741428579814741
2021-08-15,0.009372918613800074,0.009676941693063284,0.0077515836333654775,0.014100974766544594
2021-08-22,-0.010171915088764805,-0.001854506791633226,-0.005740927903988169,-0.022571432023601457
2021-08-29,0.00971029855629646,0.017061228589738256,0.015540503818520568,0.022313116420859647
2021-09-05,-0.001212355122669484,0.004263381199409107,0.0062853025588278655,-0.0031452997974883434
2021-09-12,-0.02100877318525307,-0.023834380673834064,-0.016862229744009638,-0.02514580639406172
2021-09-19,-0.000945484607459468,-0.007540549683659695,-0.005895132640307832,-0.015986597575065042
2021-09-26,0.0064517137990676154,0.005994270840749546,0.0056863577921451025,0.008429428843088616
2021-10-03,-0.013482056864206005,-0.019149458114227698,-0.021783660894567625,-0.016559285536710378
2021-10-10,0.012675930626139253,0.01347323418666263,0.008336350505967927,0.017846269057066433
2021-10-17,0.015648124625424087,0.015174633513150983,0.018293531802458185,0.019217569014983615
2021-10-24,0.011024496034168996,0.013172254995417855,0.01626038844671518,0.01856337091663751
2021-10-31,0.0041766337577346935,0.00959200952972994,0.013528420762714877,-0.0029579884988681915
2021-11-07,0.01415292316263761,0.01764079878757867,0.020206868595611382,0.018183579910946657
2021-11-14,-0.0055602288248350895,-0.0036259093320130083,-0.002689321105033615,0.004793670966352526
2021-11-21,-0.012938270101804372,0.0010003533608628123,0.0034670129138765216,-0.010944628212181007
2021-11-28,-0.019358737125145575,-0.012091055043241306,-0.021156392244726985,-0.02383433284416414
2021-12-05,-0.007965015918736551,-0.012836731825645343,-0.012092289094777109,-0.009786009010899877
2021-12-12,0.040405163824806856,0.03180069272247462,0.03819855102791925,0.030822049146228103
2021-12-19,-0.016510042893700283,-0.018607458237136436,-0.019659164938111706,-0.02762228893591956
2021-12-26,0.0162030484146356,0.021022509590724804,0.023332644353223575,0.018274500187968945
2022-01-02,0.011019942805308158,0.01091095121165133,0.00926484525857263,0.018187041193820308
2022-01-09,-0.0027798688385046733,-0.013326545876231562,-0.018675374192337002,0.006426601664068388
2022-01-16,-0.008749504414286124,-0.0039197317321720245,-0.0029391680308190615,-0.006009998955824325
2022-01-23,-0.04604217415047318,-0.046794709155883886,-0.05754008169641078,-0.04393003579794885
2022-01-30,0.013903889152599547,0.0029321441229788387,0.009064374796851737,-0.014822170221751807
2022-02-06,0.010832428591883936,0.010692978677045153,0.015273150146783987,0.004112361753465965
2022-02-13,-0.010203254620095636,-0.004561722833823784,-0.018364158928930507,-0.0074918554299439055
2022-02-20,-0.01668414373203775,-0.01552335195043427,-0.014144217385937519,-0.010265603561478986
2022-02-27,-0.0012905321275716863,0.006867804397819868,0.008106231344679804,0.00803339015541682
2022-03-06,-0.01195169478776792,-0.007573807767194589,-0.012747001300761007,0.0127105114319217
2022-03-13,-0.019169659227528668,-0.029735153867011793,-0.027998153700927286,-0.024404652640153124
2022-03-20,0.05438370677804327,0.045893526226548374,0.06149183050583207,0.050030436600429384
2022-03-27,0.003888177197255649,0.014817463030888612,0.01837950973585234,0.01191231019121286
2022-04-03,-0.0015203841989021027,-0.0030268953955675374,0.0005080291729715469,-0.014847588831790715
2022-04-10,-0.0018389639917504308,-0.025057486792214555,-0.011812231529641726,-0.025249609394976336
2022-04-17,-0.00850534919025736,-0.014639690251351619,-0.02185121472233631,0.0034136833772844266
2022-04-24,-0.017485377062593455,-0.025278817572124006,-0.026839474526619944,-0.01510910737086768
2022-05-01,-0.0253642351661173,-0.02920717540834006,-0.032954673322663885,-0.03342483419628439
2022-05-08,-0.0018806741160062312,0.00012172915559560881,-0.0016018762524699914,0.003994162378062827
2022-05-15,-0.020785800279395805,-0.022121392231546085,-0.02338696229615378,-0.025334992117184152
2022-05-22,-0.028132199882594966,-0.02985276698872371,-0.030095649551667658,-0.03609009656841833
2022-05-29,0.06289606145094084,0.04993469110007028,0.06578031655170902,0.06385096320141281
2022-06-05,-0.008191051950324213,-0.00651172303322234,-0.011366272048200399,0.00083799548995378
2022-06-12,-0.045483341399303434,-0.048594955936326394,-0.05051892727916152,-0.04929365473619529
2022-06-19,-0.047584739797780884,-0.05297585139009396,-0.057361694184013934,-0.05812409384742201
2022-06-26,0.05456586417724063,0.04465604212078638,0.06620017029680536,0.04265964757542995
2022-07-03,-0.013236897618267074,-0.01868138729871693,-0.022662027953929353,-0.008106338118856415
2022-07-10,0.008396289960092007,0.013988103938101352,0.019489088209571515,-0.002156493546957239
2022-07-17,-0.0021353108251982444,-0.006704139205088607,-0.009107989949969308,-0.012171695285668527
2022-07-24,0.020469619254654514,0.024860414779729872,0.0258613677673738,0.04157074009338957
2022-07-31,0.03008828394815466,0.036296404449714305,0.04277519087130588,0.05737977804967076
2022-08-07,-0.0020994337655105832,0.003218510341375785,0.0035922126467025084,0.005018855212895801
2022-08-14,0.030063738939293483,0.030608577718640607,0.032964930934114456,0.03870164636962481
2022-08-21,-0.00041323156587269594,-0.011559280465165276,-0.011613143199161402,-0.010016146042353014
2022-08-28,-0.041864491881474675,-0.039924931387556546,-0.03986839797628716,-0.03358958574124804
2022-09-04,-0.028396189155082907,-0.03358034490246113,-0.03224688954983479,-0.035175878579977615
2022-09-11,0.02715444052729077,0.03243988174930609,0.03661024036313232,0.033962753789624545
2022-09-18,-0.041612721229381644,-0.04357891304689801,-0.04785094964336645,-0.06380528175441347
2022-09-25,-0.03957136427137875,-0.04175823960628471,-0.045673732092153085,-0.04544690156799536
2022-10-02,-0.028932685276641723,-0.022648844266743788,-0.029270330391368615,-0.022536881903773454
2022-10-09,0.019735326689412913,0.01847459521393087,0.015706380672827258,0.02800575218493928
2022-10-16,0.013141694781424906,-0.014097574181317853,-0.014223141464105749,-0.004931753483108703
2022-10-23,0.047997369274044965,0.04280981912113777,0.046584465188574065,0.046613104800759864
2022-10-30,0.05693513418788054,0.03982505519978785,0.03935449348053077,0.06686214627266462
2022-11-06,-0.013512544342872412,-0.018848782270072074,-0.032568949680612636,0.0047558239016312065
2022-11-13,0.04211138635455747,0.044196441575557396,0.058881387663345164,0.046912791252511576
2022-11-20,0.0007843767931317025,-0.004122577607475836,-0.006223228560253702,-0.0009041799825189045
2022-11-27,0.018229231636212706,0.015133609608242476,0.01590781849916545,0.018704748143918204
2022-12-04,0.0035514794723388032,0.012591734036720802,0.011383792517916769,0.010167751109809053
2022-12-11,-0.02717985335770634,-0.03021842996631258,-0.03349643365287147,-0.03185775813566405
2022-12-18,-0.01686791699360546,-0.018596098633608348,-0.02097741718226287,-0.009791062072464496
2022-12-25,0.008997663935360833,0.0002828525690627632,-0.0009392744770532202,0.007743245014665057
2023-01-01,-0.0018075578296655737,-0.0018428504703962318,-0.0012536504579694352,-0.0018294563341690884
